File,Point,Meaning,Example Answers,Funder,DMP Section,DMP Question
sharing_reuse,"2. Are there any factors restricting or preventing the sharing of (some of) the data? Per dataset with restricted or closed access, provide a rationale for doing so.",,"* For dataset [Name], the legal agreement with a 3rd party states the following: [explain briefly].
* Dataset [Name] contains personal data that require restricted access, only metadata will be open.
* For dataset [Name], the researcher involved and the IP team will make the necessary arrangements in order to maintain the embargo on the data access, at least until essential steps in securing intellectual property have been taken.
* There are no restricting factors for any datasets.",BELSPO,Data sharing and reuse,"Are there any factors restricting or preventing the sharing of (some of) the data (e.g. as defined in an agreement with a 3rd party, legal restrictions)?"
sharing_reuse,"2. Are there any factors restricting or preventing the sharing of (some of) the data? Per dataset with restricted or closed access, provide a rationale for doing so.",,"* For dataset [Name], the legal agreement with a 3rd party states the following: [explain briefly].
* Dataset [Name] contains personal data that require restricted access, only metadata will be open.
* For dataset [Name], the researcher involved and the IP team will make the necessary arrangements in order to maintain the embargo on the data access, at least until essential steps in securing intellectual property have been taken.
* There are no restricting factors for any datasets.",ERC,Making data openly accessible,the reasons for not giving access
sharing_reuse,"2. Are there any factors restricting or preventing the sharing of (some of) the data? Per dataset with restricted or closed access, provide a rationale for doing so.",,"* For dataset [Name], the legal agreement with a 3rd party states the following: [explain briefly].
* Dataset [Name] contains personal data that require restricted access, only metadata will be open.
* For dataset [Name], the researcher involved and the IP team will make the necessary arrangements in order to maintain the embargo on the data access, at least until essential steps in securing intellectual property have been taken.
* There are no restricting factors for any datasets.",H2020,Making data openly accessible,"If some data is kept closed provide rationale for doing so (legal, contractual, voluntary)"
sharing_reuse,"2. Are there any factors restricting or preventing the sharing of (some of) the data? Per dataset with restricted or closed access, provide a rationale for doing so.",,"* For dataset [Name], the legal agreement with a 3rd party states the following: [explain briefly].
* Dataset [Name] contains personal data that require restricted access, only metadata will be open.
* For dataset [Name], the researcher involved and the IP team will make the necessary arrangements in order to maintain the embargo on the data access, at least until essential steps in securing intellectual property have been taken.
* There are no restricting factors for any datasets.",HorizonEurope,Making data accessible,"If certain datasets cannot be shared (or need to be shared under restricted access conditions), explain why, clearly separating legal and contractual reasons from intentional restrictions. Note that in multi-beneficiary projects it is also possible for specific beneficiaries to keep their data closed if opening their data goes against their legitimate interests or other constraints as per the Grant Agreement."
sharing_reuse,"2. Are there any factors restricting or preventing the sharing of (some of) the data? Per dataset with restricted or closed access, provide a rationale for doing so.",,"* For dataset [Name], the legal agreement with a 3rd party states the following: [explain briefly].
* Dataset [Name] contains personal data that require restricted access, only metadata will be open.
* For dataset [Name], the researcher involved and the IP team will make the necessary arrangements in order to maintain the embargo on the data access, at least until essential steps in securing intellectual property have been taken.
* There are no restricting factors for any datasets.",ScienceEurope,"4b. How will other legal issues, such as intellectual property rights and ownership, be managed? What legislation is applicable?","â€¢ Explain who will be the owner of the data, meaning who will have the rights to control access: â€º Explain what access conditions will apply to the data? Will the data be openly accessible, **or will there be access restrictions? In the latter case, which?** Consider the use of data access and re-use licenses. â€º Make sure to cover these matters of rights to control access to data for multi-partner projects and multiple data owners, in the consortium agreement."
sharing_reuse,"3. Per dataset, list the repositories in which data, metadata, code, software and related documentation will be shared. If research materials and protocols will be shared in centralised repositories, specify it below.",Some repositories give open access to the data as default; while other repositories allow restricted or closed access. Check the access conditions to the data before choosing a repository.,"* Datasets [Name] and [Name]: [Repository Name].
* RNA-seq on Arabidopsis: ArrayExpress. Code on Github.
* Biomodel of X protein complex: BioModels. Code and software on Github.
* Plasmids in Addgene.",FWO,Data sharing and reuse,Where/how will the data be made available for reuse?
sharing_reuse,"3. Per dataset, list the repositories in which data, metadata, code, software and related documentation will be shared. If research materials and protocols will be shared in centralised repositories, specify it below.",Some repositories give open access to the data as default; while other repositories allow restricted or closed access. Check the access conditions to the data before choosing a repository.,"* Datasets [Name] and [Name]: [Repository Name].
* RNA-seq on Arabidopsis: ArrayExpress. Code on Github.
* Biomodel of X protein complex: BioModels. Code and software on Github.
* Plasmids in Addgene.",BELSPO,Data sharing and reuse,Where/how will the data be made available for reuse?
sharing_reuse,"3. Per dataset, list the repositories in which data, metadata, code, software and related documentation will be shared. If research materials and protocols will be shared in centralised repositories, specify it below.",Some repositories give open access to the data as default; while other repositories allow restricted or closed access. Check the access conditions to the data before choosing a repository.,"* Datasets [Name] and [Name]: [Repository Name].
* RNA-seq on Arabidopsis: ArrayExpress. Code on Github.
* Biomodel of X protein complex: BioModels. Code and software on Github.
* Plasmids in Addgene.",ERC,Making data openly accessible,Where data are deposited. Where associated metadata and documentation are deposited. Where code are deposited
sharing_reuse,"3. Per dataset, list the repositories in which data, metadata, code, software and related documentation will be shared. If research materials and protocols will be shared in centralised repositories, specify it below.",Some repositories give open access to the data as default; while other repositories allow restricted or closed access. Check the access conditions to the data before choosing a repository.,"* Datasets [Name] and [Name]: [Repository Name].
* RNA-seq on Arabidopsis: ArrayExpress. Code on Github.
* Biomodel of X protein complex: BioModels. Code and software on Github.
* Plasmids in Addgene.",H2020,Making data openly accessible,"Specify how the data will be made available. Specify where the data and associated metadata, documentation and code are deposited"
sharing_reuse,"3. Per dataset, list the repositories in which data, metadata, code, software and related documentation will be shared. If research materials and protocols will be shared in centralised repositories, specify it below.",Some repositories give open access to the data as default; while other repositories allow restricted or closed access. Check the access conditions to the data before choosing a repository.,"* Datasets [Name] and [Name]: [Repository Name].
* RNA-seq on Arabidopsis: ArrayExpress. Code on Github.
* Biomodel of X protein complex: BioModels. Code and software on Github.
* Plasmids in Addgene.",HorizonEurope,Making data accessible,Will the data be deposited in a trusted repository? Have you explored appropriate arrangements with the identified repository where your data will be deposited?
sharing_reuse,"3. Per dataset, list the repositories in which data, metadata, code, software and related documentation will be shared. If research materials and protocols will be shared in centralised repositories, specify it below.",Some repositories give open access to the data as default; while other repositories allow restricted or closed access. Check the access conditions to the data before choosing a repository.,"* Datasets [Name] and [Name]: [Repository Name].
* RNA-seq on Arabidopsis: ArrayExpress. Code on Github.
* Biomodel of X protein complex: BioModels. Code and software on Github.
* Plasmids in Addgene.",ScienceEurope,5a. How and when will data be shared? Are there possible restrictions to data sharing or embargo reasons?,"Explain how the data will be discoverable and shared (for example by deposit in a trustworthy **data repository**, indexed in a catalogue, use of a secure data service, direct handling of data requests, or use of another mechanism)."
sharing_reuse,"4. Per dataset with restricted access, explain how access will be provided (under what conditions or procedure).",Check what conditions or procedures are required by recommended data repositories to access restricted datasets.,"* Access to [restricted dataset] can be granted only [explain under what condition].
* Access to restricted datasets will be granted by a Data Access Committee (DAC).
* Access to restricted datasets will be granted by the Institutional authentication procedure.",FWO,Data sharing and reuse,Who will be able to access the data and under what conditions?
sharing_reuse,"4. Per dataset with restricted access, explain how access will be provided (under what conditions or procedure).",Check what conditions or procedures are required by recommended data repositories to access restricted datasets.,"* Access to [restricted dataset] can be granted only [explain under what condition].
* Access to restricted datasets will be granted by a Data Access Committee (DAC).
* Access to restricted datasets will be granted by the Institutional authentication procedure.",BELSPO,Data sharing and reuse,Who will be able to access the data and under what conditions?
sharing_reuse,"4. Per dataset with restricted access, explain how access will be provided (under what conditions or procedure).",Check what conditions or procedures are required by recommended data repositories to access restricted datasets.,"* Access to [restricted dataset] can be granted only [explain under what condition].
* Access to restricted datasets will be granted by a Data Access Committee (DAC).
* Access to restricted datasets will be granted by the Institutional authentication procedure.",ERC,Making data openly accessible,permission(+format)
sharing_reuse,"4. Per dataset with restricted access, explain how access will be provided (under what conditions or procedure).",Check what conditions or procedures are required by recommended data repositories to access restricted datasets.,"* Access to [restricted dataset] can be granted only [explain under what condition].
* Access to restricted datasets will be granted by a Data Access Committee (DAC).
* Access to restricted datasets will be granted by the Institutional authentication procedure.",H2020,Making data openly accessible,Specify how access will be provided in case there are any restrictions
sharing_reuse,"4. Per dataset with restricted access, explain how access will be provided (under what conditions or procedure).",Check what conditions or procedures are required by recommended data repositories to access restricted datasets.,"* Access to [restricted dataset] can be granted only [explain under what condition].
* Access to restricted datasets will be granted by a Data Access Committee (DAC).
* Access to restricted datasets will be granted by the Institutional authentication procedure.",HorizonEurope,Making data accessible,"Will the data be accessible through a free and standardized access protocol? If there are restrictions on use, how will access be provided to the data, both during and after the end of the project? How will the identity of the person accessing the data be ascertained? Is there a need for a data access committee (e.g. to evaluate/approve access requests to personal/sensitive data)?"
sharing_reuse,"4. Per dataset with restricted access, explain how access will be provided (under what conditions or procedure).",Check what conditions or procedures are required by recommended data repositories to access restricted datasets.,"* Access to [restricted dataset] can be granted only [explain under what condition].
* Access to restricted datasets will be granted by a Data Access Committee (DAC).
* Access to restricted datasets will be granted by the Institutional authentication procedure.",ScienceEurope,"4b. How will other legal issues, such as intellectual property rights and ownership, be managed? What legislation is applicable?","â€¢ Explain who will be the owner of the data, meaning who will have the rights to control access: â€º **Explain what access conditions will apply to the data**? Will the data be openly accessible, or will there be access restrictions? In the latter case, which? Consider the use of data access and re-use licenses. â€º Make sure to cover these matters of rights to control access to data for multi-partner projects and multiple data owners, in the consortium agreement."
sharing_reuse,"5. Per dataset, state when it will be made available. Is embargo foreseen?","Embargo: it is a defined period of time, imposed by the author, which prohibits access to data. After the embargo period, data becomes Open, Closed or Restricted access.

Check if the repositories of your choice allow embargo period.",* All datasets listed in this DMP will be made available upon publication of research results.,FWO,Data sharing and reuse,When will the data be made available?
sharing_reuse,"5. Per dataset, state when it will be made available. Is embargo foreseen?","Embargo: it is a defined period of time, imposed by the author, which prohibits access to data. After the embargo period, data becomes Open, Closed or Restricted access.

Check if the repositories of your choice allow embargo period.",* All datasets listed in this DMP will be made available upon publication of research results.,BELSPO,Data sharing and reuse,When will the data be made available?
sharing_reuse,"5. Per dataset, state when it will be made available. Is embargo foreseen?","Embargo: it is a defined period of time, imposed by the author, which prohibits access to data. After the embargo period, data becomes Open, Closed or Restricted access.

Check if the repositories of your choice allow embargo period.",* All datasets listed in this DMP will be made available upon publication of research results.,ERC,Increase data reuse,Is embargo forseen?
sharing_reuse,"5. Per dataset, state when it will be made available. Is embargo foreseen?","Embargo: it is a defined period of time, imposed by the author, which prohibits access to data. After the embargo period, data becomes Open, Closed or Restricted access.

Check if the repositories of your choice allow embargo period.",* All datasets listed in this DMP will be made available upon publication of research results.,H2020,Increase data re-use (through clarifying licences),"Specify when the data will be made available for re-use. If applicable, specify why and for what period a data embargo is needed"
sharing_reuse,"5. Per dataset, state when it will be made available. Is embargo foreseen?","Embargo: it is a defined period of time, imposed by the author, which prohibits access to data. After the embargo period, data becomes Open, Closed or Restricted access.

Check if the repositories of your choice allow embargo period.",* All datasets listed in this DMP will be made available upon publication of research results.,HorizonEurope,Making data accessible,"If an embargo is applied to give time to publish or seek protection of the intellectual property (e.g. patents), specify why and how long this will apply, bearing in mind that research data should be made available as soon as possible."
sharing_reuse,"5. Per dataset, state when it will be made available. Is embargo foreseen?","Embargo: it is a defined period of time, imposed by the author, which prohibits access to data. After the embargo period, data becomes Open, Closed or Restricted access.

Check if the repositories of your choice allow embargo period.",* All datasets listed in this DMP will be made available upon publication of research results.,ScienceEurope,5a. How and when will data be shared? Are there possible restrictions to data sharing or embargo reasons?,"**Explain when the data will be made available**. Indicate the expected timely release. Explain whether exclusive use of the data will be claimed and if so, why and for how long. Indicate whether data sharing will be postponed or restricted for example to publish, protect intellectual property, or seek patents."
sharing_reuse,"6. Per dataset, state how it will be licensed to permit the widest re-use possible. If the re-use of some data is restricted, explain why and specify the length of time for which the data will remain re-usable.","Check if:

* Your funder requires application of specific licence on research data.
* The repository applies one default licence to all datasets.
* You can attach your own licence to your datasets in the repository or not.","* All datasets: CC-BY-4.0. No time limit for reusability.
* Software [Name]: AGPLv3.",BELSPO,Data sharing and reuse,What licence will be used for Open Research Data?
sharing_reuse,"6. Per dataset, state how it will be licensed to permit the widest re-use possible. If the re-use of some data is restricted, explain why and specify the length of time for which the data will remain re-usable.","Check if:

* Your funder requires application of specific licence on research data.
* The repository applies one default licence to all datasets.
* You can attach your own licence to your datasets in the repository or not.","* All datasets: CC-BY-4.0. No time limit for reusability.
* Software [Name]: AGPLv3.",ERC,Increase data reuse,How data is licensed. What data will remain re-usable and for how long.
sharing_reuse,"6. Per dataset, state how it will be licensed to permit the widest re-use possible. If the re-use of some data is restricted, explain why and specify the length of time for which the data will remain re-usable.","Check if:

* Your funder requires application of specific licence on research data.
* The repository applies one default licence to all datasets.
* You can attach your own licence to your datasets in the repository or not.","* All datasets: CC-BY-4.0. No time limit for reusability.
* Software [Name]: AGPLv3.",H2020,Increase data re-use (through clarifying licences),"Specify how the data will be licenced to permit the widest reuse possible. Specify whether the data produced and/or used in the project is usable by third parties, in particular after the end of the project? If the re-use of some data is restricted, explain why. Specify the length of time for which the data will remain re-usable."
sharing_reuse,"6. Per dataset, state how it will be licensed to permit the widest re-use possible. If the re-use of some data is restricted, explain why and specify the length of time for which the data will remain re-usable.","Check if:

* Your funder requires application of specific licence on research data.
* The repository applies one default licence to all datasets.
* You can attach your own licence to your datasets in the repository or not.","* All datasets: CC-BY-4.0. No time limit for reusability.
* Software [Name]: AGPLv3.",HorizonEurope,Increase data reuse,"Will your data be made freely available in the public domain to permit the widest re-use possible? Will your data be licensed using standard reuse licenses, in line with the obligations set out in the Grant Agreement?"
sharing_reuse,"6. Per dataset, state how it will be licensed to permit the widest re-use possible. If the re-use of some data is restricted, explain why and specify the length of time for which the data will remain re-usable.","Check if:

* Your funder requires application of specific licence on research data.
* The repository applies one default licence to all datasets.
* You can attach your own licence to your datasets in the repository or not.","* All datasets: CC-BY-4.0. No time limit for reusability.
* Software [Name]: AGPLv3.",ScienceEurope,5a. How and when will data be shared? Are there possible restrictions to data sharing or embargo reasons?,"Indicate who will be able to use the data. If it is necessary to restrict access to certain communities or to apply a data sharing agreement, explain how and why. Explain what action will be taken to overcome or to minimise restrictions."
sharing_reuse,"7. Per repository, specify if it provides a digital identifier to datasets and/or if it will resolve the identifier.",,,HorizonEurope,Making data accessible,Does the repository ensure that the data is assigned an identifier? Will the repository resolve the identifier to a digital object?
sharing_reuse,"7. Per repository, specify if it provides a digital identifier to datasets and/or if it will resolve the identifier.",,,ScienceEurope,5d. How will the application of a unique and persistent identifier (such as a Digital Object Identifier (DOI)) to each data set be ensured?,"â€¢ Explain how the data might be re-used in other contexts. Persistent identifiers (PIDs) should be applied so that data can be reliably and efficiently located and referred to. PIDs also help to track citations and re-use. â€¢ Indicate whether a PID for the data will be pursued. Typically, a trustworthy, long-term repository will provide a persistent identifier."
sharing_reuse,8. Will metadata be made openly available and licenced under a public licence? Check your funder requirements and specify the licence.,"First, check the requirement of your funder about metadata availability and licence; then, check what repositories allows you to comply with those requirements.","* Metadata will be made available in Zenodo under a CC-BY licence.
* Metadata will be made available in the institutional repository X under the licence Y, as requested by our funder.",HorizonEurope,Making data accessible,"Will metadata be made openly available and licenced under a public domain dedication CC0, as per the Grant Agreement? If not, please clarify why."
sharing_reuse,"9. Per dataset, specify for how long the data will remain available and findable and if metadata will be guaranteed to remain available after data is no longer available.","First, check the requirement of your funder about (meta)data availability and licence; then, check what repositories allows you to comply with those requirements.

<!--",,HorizonEurope,Making data accessible,How long will the data remain available and findable? Will metadata be guaranteed to remain available after data is no longer available?
doc_metadata,"1. Will a metadata scheme be used? Per dataset, list the standard metadata schemes that will be used and/or what type of metadata will be created and how.","A metadata scheme is a set of information (also called metadata fileds or attributes) that you need to give about your dataset. Metadata should provide the necessary information to enable finding, understanding and reuse of datasets by anyone.

Metadata gives information both at the overall study/project level (such as authors, aims, date etc) and at the individual data point or observation level (such as variables names and relation between files).

Check if/what metadata scheme is required by recommended repositories.","* Datasets [Name, Name] published in ENA will follow the ERC000033 Sample Checklist; Dataset [Name] published in ArrayExpress will follow MIAME and MINSEQE schemes.
* All datasets will be described according to the discipline-specific standard metadata [Name of the standard].
* Since standard metadata schemes are not suitable, we will use the following metadata scheme to describe all datasets: i)Title, ii)Description, iii)Date, iv)Creator, v)Rights/license, vi)Format, vii)Volume, viii)Experimental factors, ix) Species, x)Observational Unit, xi)Replicates, xii)Response variable, xiii) Technique, xiv)Experimental design [other].",FWO,Documentation and metadata,"Will a metadata standard be used? Describe in detail which standard will be used.  If not, state in detail which metadata will be created to make the data easy/easier to find and reuse."
doc_metadata,"1. Will a metadata scheme be used? Per dataset, list the standard metadata schemes that will be used and/or what type of metadata will be created and how.","A metadata scheme is a set of information (also called metadata fileds or attributes) that you need to give about your dataset. Metadata should provide the necessary information to enable finding, understanding and reuse of datasets by anyone.

Metadata gives information both at the overall study/project level (such as authors, aims, date etc) and at the individual data point or observation level (such as variables names and relation between files).

Check if/what metadata scheme is required by recommended repositories.","* Datasets [Name, Name] published in ENA will follow the ERC000033 Sample Checklist; Dataset [Name] published in ArrayExpress will follow MIAME and MINSEQE schemes.
* All datasets will be described according to the discipline-specific standard metadata [Name of the standard].
* Since standard metadata schemes are not suitable, we will use the following metadata scheme to describe all datasets: i)Title, ii)Description, iii)Date, iv)Creator, v)Rights/license, vi)Format, vii)Volume, viii)Experimental factors, ix) Species, x)Observational Unit, xi)Replicates, xii)Response variable, xiii) Technique, xiv)Experimental design [other].",BELSPO,Documentation and metadata,"Will a metadata standard be used? Describe in detail which standard will be used.  If not, state in detail which metadata will be created to make the data easy/easier to find and reuse."
doc_metadata,"1. Will a metadata scheme be used? Per dataset, list the standard metadata schemes that will be used and/or what type of metadata will be created and how.","A metadata scheme is a set of information (also called metadata fileds or attributes) that you need to give about your dataset. Metadata should provide the necessary information to enable finding, understanding and reuse of datasets by anyone.

Metadata gives information both at the overall study/project level (such as authors, aims, date etc) and at the individual data point or observation level (such as variables names and relation between files).

Check if/what metadata scheme is required by recommended repositories.","* Datasets [Name, Name] published in ENA will follow the ERC000033 Sample Checklist; Dataset [Name] published in ArrayExpress will follow MIAME and MINSEQE schemes.
* All datasets will be described according to the discipline-specific standard metadata [Name of the standard].
* Since standard metadata schemes are not suitable, we will use the following metadata scheme to describe all datasets: i)Title, ii)Description, iii)Date, iv)Creator, v)Rights/license, vi)Format, vii)Volume, viii)Experimental factors, ix) Species, x)Observational Unit, xi)Replicates, xii)Response variable, xiii) Technique, xiv)Experimental design [other].",H2020,"Making data findable, including provisions for metadata",Outline the discoverability of data (metadata provision). Specify standards for metadata creation (if any). If there are no standards in your discipline describe what type of metadata will be created and how
doc_metadata,"1. Will a metadata scheme be used? Per dataset, list the standard metadata schemes that will be used and/or what type of metadata will be created and how.","A metadata scheme is a set of information (also called metadata fileds or attributes) that you need to give about your dataset. Metadata should provide the necessary information to enable finding, understanding and reuse of datasets by anyone.

Metadata gives information both at the overall study/project level (such as authors, aims, date etc) and at the individual data point or observation level (such as variables names and relation between files).

Check if/what metadata scheme is required by recommended repositories.","* Datasets [Name, Name] published in ENA will follow the ERC000033 Sample Checklist; Dataset [Name] published in ArrayExpress will follow MIAME and MINSEQE schemes.
* All datasets will be described according to the discipline-specific standard metadata [Name of the standard].
* Since standard metadata schemes are not suitable, we will use the following metadata scheme to describe all datasets: i)Title, ii)Description, iii)Date, iv)Creator, v)Rights/license, vi)Format, vii)Volume, viii)Experimental factors, ix) Species, x)Observational Unit, xi)Replicates, xii)Response variable, xiii) Technique, xiv)Experimental design [other].",ERC,Making data findable,dataset description: metadata
doc_metadata,"1. Will a metadata scheme be used? Per dataset, list the standard metadata schemes that will be used and/or what type of metadata will be created and how.","A metadata scheme is a set of information (also called metadata fileds or attributes) that you need to give about your dataset. Metadata should provide the necessary information to enable finding, understanding and reuse of datasets by anyone.

Metadata gives information both at the overall study/project level (such as authors, aims, date etc) and at the individual data point or observation level (such as variables names and relation between files).

Check if/what metadata scheme is required by recommended repositories.","* Datasets [Name, Name] published in ENA will follow the ERC000033 Sample Checklist; Dataset [Name] published in ArrayExpress will follow MIAME and MINSEQE schemes.
* All datasets will be described according to the discipline-specific standard metadata [Name of the standard].
* Since standard metadata schemes are not suitable, we will use the following metadata scheme to describe all datasets: i)Title, ii)Description, iii)Date, iv)Creator, v)Rights/license, vi)Format, vii)Volume, viii)Experimental factors, ix) Species, x)Observational Unit, xi)Replicates, xii)Response variable, xiii) Technique, xiv)Experimental design [other].",HorizonEurope,"Making data findable, including provisions for metadata","Will rich metadata be provided to allow discovery? What metadata will be created? What disciplinary or general standards will be followed? In case metadata standards do not exist in your discipline, please outline what type of metadata will be created and how."
doc_metadata,"1. Will a metadata scheme be used? Per dataset, list the standard metadata schemes that will be used and/or what type of metadata will be created and how.","A metadata scheme is a set of information (also called metadata fileds or attributes) that you need to give about your dataset. Metadata should provide the necessary information to enable finding, understanding and reuse of datasets by anyone.

Metadata gives information both at the overall study/project level (such as authors, aims, date etc) and at the individual data point or observation level (such as variables names and relation between files).

Check if/what metadata scheme is required by recommended repositories.","* Datasets [Name, Name] published in ENA will follow the ERC000033 Sample Checklist; Dataset [Name] published in ArrayExpress will follow MIAME and MINSEQE schemes.
* All datasets will be described according to the discipline-specific standard metadata [Name of the standard].
* Since standard metadata schemes are not suitable, we will use the following metadata scheme to describe all datasets: i)Title, ii)Description, iii)Date, iv)Creator, v)Rights/license, vi)Format, vii)Volume, viii)Experimental factors, ix) Species, x)Observational Unit, xi)Replicates, xii)Response variable, xiii) Technique, xiv)Experimental design [other].",ScienceEurope,2a. What metadata and documentation (for example the methodology of data collection and way of organising data) will accompany the data?,"â€¢ Indicate which metadata will be provided to help others identify and discover the data. â€¢ Indicate which metadata standards (for example DDI, TEI, EML, MARC, CMDI) will be used. â€¢ Use community metadata standards where these are in place."
doc_metadata,2. Will dataset metadata be provided in a machine-actionable format (structured according to standards) to be found by search engines and metadata harvesting servers? Will you provide keywords?,"Keywords and other metadata can be harvested and indexed by data crawlers and search engines if the repository in which they are stored has mechanisms for repository interoperability (e.g., exposing metadata according to standard protocols for data harvesting).

Usually, data repositories have mechanisms for repository interoperability in place. Make sure to fill in all metadata fields, including keywords, when describing your datasets in repositories.",* Keywords and other metadata fields required by the repositories will be filled in for each dataset.,HorizonEurope,"Making data findable, including provisions for metadata",Will search keywords be provided in the metadata to optimize the possibility for discovery and then potential re-use? Will metadata be offered in such a way that it can be harvested and indexed?
doc_metadata,3. How will you document data provenance? Specify if appropriate standards (such as W3C Prov Model Primer) will be used.,"Data provenance is the documentation or metadata that describes why and how the data was produced, where,Â when and by whom.

Data provenance can be captured and represented in a number of ways:
* in human readable format in a README file
* In a structured way according to metadata standards (Dublin Core) and metadata model (W3C Provenance Data Model) 
* captured internally by software tools (ELN, LIMS, workflow systems)
* in a way that supports machine-to-machine interactions","* Data provenance will be documented in README files.
* The used workflow system (Galaxy) will record provevance during data analysis.",HorizonEurope,Increase data reuse,Will the provenance of the data be thoroughly documented using the appropriate standards?
doc_metadata,"4. If your datasets are somehow related to other existing datasets, specify if the scientific meaning of the cross-references will be documented (qualified references).","A qualified reference is a cross-reference that explains its intent. For example, X is regulator of Y is a much more qualified reference than X
is associated with Y, or X see also Y. The goal therefore is to create as many meaningful links as possible between (meta)data resources to
enrich the contextual knowledge about the data. (Source: https://www.go-fair.org/fair-principles/i3-metadata-include-qualified-referencesmetadata/).",* The scientific links between referenced datasets will be described.,HorizonEurope,Making data interoperable,will your data include qualified references to other data?
doc_metadata,5. Do you make use of persistent identifiers or unique identifiers such as Digital Object Identifiers (DOI)?,,,ERC,Making data findable,"dataset description: persistent and unique identifiers, DOI"
doc_metadata,5. Do you make use of persistent identifiers or unique identifiers such as Digital Object Identifiers (DOI)?,,,H2020,"Making data findable, including provisions for metadata",Outline the identifiability of data and refer to standard identification mechanism. Do you make use of persistent and unique identifiers such as Digital Object Identifiers?
doc_metadata,5. Do you make use of persistent identifiers or unique identifiers such as Digital Object Identifiers (DOI)?,,,HorizonEurope,"Making data findable, including provisions for metadata",Will data be identified by a persistent identifier?
doc_metadata,"6. Will you use standard vocabularies/ontologies to describe your data (at the level of each recorded value)? Per dataset, list the standard vocabularies/ontologies you will use or if/how you will map your customised terms to standard ontologies. Specify if you will publish your customised terms in appropriate platforms and where/how.",,"* Ontologies required by the chosen data repositories will be used: EFO for ArrayExpress.
* All datasets will be described by using the following ontologies: Experimental Factor Ontology (EFO), Statistics Ontology (STATO) and Plant Ontology (PO).
* For datasets [Name], standard ontologies are not suitable, but we will create a controlled vocabulary and map it to the standard ontologies [Names].",ERC,Making data interoperable,Which standard or field-specific data and metadata vocabularies and methods will be used
doc_metadata,"6. Will you use standard vocabularies/ontologies to describe your data (at the level of each recorded value)? Per dataset, list the standard vocabularies/ontologies you will use or if/how you will map your customised terms to standard ontologies. Specify if you will publish your customised terms in appropriate platforms and where/how.",,"* Ontologies required by the chosen data repositories will be used: EFO for ArrayExpress.
* All datasets will be described by using the following ontologies: Experimental Factor Ontology (EFO), Statistics Ontology (STATO) and Plant Ontology (PO).
* For datasets [Name], standard ontologies are not suitable, but we will create a controlled vocabulary and map it to the standard ontologies [Names].",H2020,Making data interoperable,"Specify whether you will be using standard vocabulary for all data types present in your data set, to allow inter-disciplinary interoperability? If not, will you provide mapping to more commonly used ontologies?"
doc_metadata,"6. Will you use standard vocabularies/ontologies to describe your data (at the level of each recorded value)? Per dataset, list the standard vocabularies/ontologies you will use or if/how you will map your customised terms to standard ontologies. Specify if you will publish your customised terms in appropriate platforms and where/how.",,"* Ontologies required by the chosen data repositories will be used: EFO for ArrayExpress.
* All datasets will be described by using the following ontologies: Experimental Factor Ontology (EFO), Statistics Ontology (STATO) and Plant Ontology (PO).
* For datasets [Name], standard ontologies are not suitable, but we will create a controlled vocabulary and map it to the standard ontologies [Names].",HorizonEurope,Making data interoperable,"In case it is unavoidable that you use uncommon or generate project specific ontologies or vocabularies, will you provide mappings to more commonly used ontologies? Will you openly publish the generated ontologies or vocabularies to allow reusing, refining or extending them?"
doc_metadata,"7. Per dataset, specify how the description of the list of terms or the URI/URL of the used vocabularies/ontologies will be provided (in machine-actionable formats, in human-readable formats, both, etc).",,,HorizonEurope,Making data interoperable,"What data and metadata vocabularies, standards, formats or methodologies will you follow to make your data interoperable to allow data exchange and re-use within and across disciplines? Will you follow community-endorsed interoperability best practices? Which ones? Will your data include qualified references  to other data (e.g. other data from your project, or datasets from previous research)?"
doc_metadata,8. What documentation will be provided to enable understanding and reuse of data collected/generated in this project?,"Describe what documentation will be provided for the public when sharing your datasets. Documentation, containing metadata and additional information, should allow anyone to fully understand the content of the datasets. As metadata, documentation can contain general information about the overall study/project level (such as authors, aims, date etc) and/or structured description at the individual data point or observation level (such as variables names and relation between files).

Check if the repositories of your choice allow upload of documents or README file as an attachment to datasets, or if you have to use pre-defined fields.","* In ArrayExpress ""Protocols"" section, we will explain the file naming convention, column names for tabular data, performed calculations, materials and methods. Identifier of the associated open access article describing materials and methods will be provided.
* In Github, each well-annotated script will have a README.txt file containing all metadata and the following additional information: version, how to use the script, [etc...].
* In Zenodo, metadata and additional information will be provided in the ""Description"" section. Metadata about each data entry will be provided as structured machine readable .csv file in attachment.",FWO,Documentation and metadata,What documentation will be provided to enable understanding and reuse of data collected/generated in this project?
